ContractNumber|PlanID|SSAStateCountyCode|FIPSStateCountyCode|State|County|Enrollment|EnrollmentSerial|id|ContractNumber:1|PlanID:1|OrganizationType|PlanType|OffersPartD|SNPPlan|EGHP|OrganizationName|OrganizationMarketingName|PlanName|ParentOrganization|ContractEffectiveDate|ContractSerial|id:1
H2228|809|3090|04019|AZ|Pima|0|710310|H2228 - 809|H2228|809|Local CCP|Local PPO|Yes|No|Yes|CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.|UnitedHealthcare|UnitedHealthcare Group Medicare Advantage (PPO)|UnitedHealth Group, Inc.|01/01/2005|1867|H2228 - 809
H2228|810|3090|04019|AZ|Pima|0|713569|H2228 - 810|H2228|810|Local CCP|Local PPO|No|No|Yes|CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.|UnitedHealthcare|UnitedHealthcare Group Medicare Advantage (PPO)|UnitedHealth Group, Inc.|01/01/2005|1868|H2228 - 810
H2228|811|3090|04019|AZ|Pima|0|716828|H2228 - 811|H2228|811|Local CCP|Local PPO|Yes|No|Yes|CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.|UnitedHealthcare|UnitedHealthcare Group Medicare Advantage (PPO)|UnitedHealth Group, Inc.|01/01/2005|1869|H2228 - 811
H2228|812|3090|04019|AZ|Pima|0|720087|H2228 - 812|H2228|812|Local CCP|Local PPO|Yes|No|Yes|CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.|UnitedHealthcare|UnitedHealthcare Group Medicare Advantage (PPO)|UnitedHealth Group, Inc.|01/01/2005|1870|H2228 - 812
H2228|813|3090|04019|AZ|Pima|0|723346|H2228 - 813|H2228|813|Local CCP|Local PPO|Yes|No|Yes|CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.|UnitedHealthcare|UnitedHealthcare Group Medicare Advantage (PPO)|UnitedHealth Group, Inc.|01/01/2005|1871|H2228 - 813
H2228|814|3090|04019|AZ|Pima|0|726605|H2228 - 814|H2228|814|Local CCP|Local PPO|Yes|No|Yes|CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.|UnitedHealthcare|UnitedHealthcare Group Medicare Advantage (PPO)|UnitedHealth Group, Inc.|01/01/2005|1872|H2228 - 814
H2228|815|3090|04019|AZ|Pima|0|729864|H2228 - 815|H2228|815|Local CCP|Local PPO|No|No|Yes|CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.|UnitedHealthcare|UnitedHealthcare Group Medicare Advantage (PPO)|UnitedHealth Group, Inc.|01/01/2005|1873|H2228 - 815
H2228|816|3090|04019|AZ|Pima|0|733123|H2228 - 816|H2228|816|Local CCP|Local PPO|Yes|No|Yes|CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.|UnitedHealthcare|UnitedHealthcare Group Medicare Advantage (PPO)|UnitedHealth Group, Inc.|01/01/2005|1874|H2228 - 816
H2228|817|3090|04019|AZ|Pima|0|736382|H2228 - 817|H2228|817|Local CCP|Local PPO|Yes|No|Yes|CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.|UnitedHealthcare|UnitedHealthcare Group Medicare Advantage (PPO)|UnitedHealth Group, Inc.|01/01/2005|1875|H2228 - 817
H2228|818|3090|04019|AZ|Pima|0|739641|H2228 - 818|H2228|818|Local CCP|Local PPO|No|No|Yes|CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.|UnitedHealthcare|UnitedHealthcare Group Medicare Advantage (PPO)|UnitedHealth Group, Inc.|01/01/2005|1876|H2228 - 818
H2228|819|3090|04019|AZ|Pima|0|742900|H2228 - 819|H2228|819|Local CCP|Local PPO|Yes|No|Yes|CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.|UnitedHealthcare|UnitedHealthcare Group Medicare Advantage (PPO)|UnitedHealth Group, Inc.|01/01/2005|1877|H2228 - 819
H2228|820|3090|04019|AZ|Pima|0|746159|H2228 - 820|H2228|820|Local CCP|Local PPO|Yes|No|Yes|CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.|UnitedHealthcare|UnitedHealthcare Group Medicare Advantage (PPO)|UnitedHealth Group, Inc.|01/01/2005|1878|H2228 - 820
H2228|821|3090|04019|AZ|Pima|0|749387|H2228 - 821|H2228|821|Local CCP|Local PPO|Yes|No|Yes|CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.|UnitedHealthcare|UnitedHealthcare Group Medicare Advantage (PPO)|UnitedHealth Group, Inc.|01/01/2005|1879|H2228 - 821
H2228|822|3090|04019|AZ|Pima|0|751986|H2228 - 822|H2228|822|Local CCP|Local PPO|No|No|Yes|CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.|UnitedHealthcare|UnitedHealthcare Group Medicare Advantage (PPO)|UnitedHealth Group, Inc.|01/01/2005|1880|H2228 - 822
H2228|823|3090|04019|AZ|Pima|0|754585|H2228 - 823|H2228|823|Local CCP|Local PPO|Yes|No|Yes|CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.|UnitedHealthcare|UnitedHealthcare Group Medicare Advantage (PPO)|UnitedHealth Group, Inc.|01/01/2005|1881|H2228 - 823
H2228|825|3090|04019|AZ|Pima|0|757222|H2228 - 825|H2228|825|Local CCP|Local PPO|Yes|No|Yes|CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.|UnitedHealthcare|UnitedHealthcare Group Medicare Advantage (PPO)|UnitedHealth Group, Inc.|01/01/2005|1883|H2228 - 825
H2228|826|3090|04019|AZ|Pima|0|757940|H2228 - 826|H2228|826|Local CCP|Local PPO|Yes|No|Yes|CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.|UnitedHealthcare|UnitedHealthcare Group Medicare Advantage (PPO)|UnitedHealth Group, Inc.|01/01/2005|1884|H2228 - 826
H2228|827|3090|04019|AZ|Pima|0|761199|H2228 - 827|H2228|827|Local CCP|Local PPO|Yes|No|Yes|CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.|UnitedHealthcare|UnitedHealthcare Group Medicare Advantage (PPO)|UnitedHealth Group, Inc.|01/01/2005|1885|H2228 - 827
H2228|828|3090|04019|AZ|Pima|0|764458|H2228 - 828|H2228|828|Local CCP|Local PPO|Yes|No|Yes|CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.|UnitedHealthcare|UnitedHealthcare Group Medicare Advantage (PPO)|UnitedHealth Group, Inc.|01/01/2005|1886|H2228 - 828
H2228|829|3090|04019|AZ|Pima|0|767717|H2228 - 829|H2228|829|Local CCP|Local PPO|Yes|No|Yes|CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.|UnitedHealthcare|UnitedHealthcare Group Medicare Advantage (PPO)|UnitedHealth Group, Inc.|01/01/2005|1887|H2228 - 829
H2228|830|3090|04019|AZ|Pima|0|770976|H2228 - 830|H2228|830|Local CCP|Local PPO|No|No|Yes|CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.|UnitedHealthcare|UnitedHealthcare Group Medicare Advantage (PPO)|UnitedHealth Group, Inc.|01/01/2005|1888|H2228 - 830
H2228|831|3090|04019|AZ|Pima|0|774235|H2228 - 831|H2228|831|Local CCP|Local PPO|Yes|No|Yes|CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.|UnitedHealthcare|UnitedHealthcare Group Medicare Advantage (PPO)|UnitedHealth Group, Inc.|01/01/2005|1889|H2228 - 831
H2228|832|3090|04019|AZ|Pima|0|777494|H2228 - 832|H2228|832|Local CCP|Local PPO|Yes|No|Yes|CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.|UnitedHealthcare|UnitedHealthcare Group Medicare Advantage (PPO)|UnitedHealth Group, Inc.|01/01/2005|1890|H2228 - 832
H2228|833|3090|04019|AZ|Pima|0|780753|H2228 - 833|H2228|833|Local CCP|Local PPO|Yes|No|Yes|CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.|UnitedHealthcare|UnitedHealthcare Group Medicare Advantage (PPO)|UnitedHealth Group, Inc.|01/01/2005|1891|H2228 - 833
H2228|834|3090|04019|AZ|Pima|0|784012|H2228 - 834|H2228|834|Local CCP|Local PPO|Yes|No|Yes|CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.|UnitedHealthcare|UnitedHealthcare Group Medicare Advantage (PPO)|UnitedHealth Group, Inc.|01/01/2005|1892|H2228 - 834
H2228|835|3090|04019|AZ|Pima|0|787271|H2228 - 835|H2228|835|Local CCP|Local PPO|Yes|No|Yes|CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.|UnitedHealthcare|UnitedHealthcare Group Medicare Advantage (PPO)|UnitedHealth Group, Inc.|01/01/2005|1893|H2228 - 835
H2228|836|3090|04019|AZ|Pima|0|790530|H2228 - 836|H2228|836|Local CCP|Local PPO|Yes|No|Yes|CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.|UnitedHealthcare|UnitedHealthcare Group Medicare Advantage (PPO)|UnitedHealth Group, Inc.|01/01/2005|1894|H2228 - 836
H2228|837|3090|04019|AZ|Pima|0|793789|H2228 - 837|H2228|837|Local CCP|Local PPO|Yes|No|Yes|CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.|UnitedHealthcare|UnitedHealthcare Group Medicare Advantage (PPO)|UnitedHealth Group, Inc.|01/01/2005|1895|H2228 - 837
H2228|838|3090|04019|AZ|Pima|0|797048|H2228 - 838|H2228|838|Local CCP|Local PPO|Yes|No|Yes|CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.|UnitedHealthcare|UnitedHealthcare Group Medicare Advantage (PPO)|UnitedHealth Group, Inc.|01/01/2005|1896|H2228 - 838
H2230|801|3090|04019|AZ|Pima|0|800435|H2230 - 801|H2230|801|Local CCP|Local PPO|Yes|No|Yes|BCBS  OF MASSACHUSETTS HMO BLUE, INC.|Blue Cross Blue Shield of Massachusetts|Medicare PPO Blue (PPO)|Blue Cross and Blue Shield of Massachusetts, Inc.|09/01/2005|1900|H2230 - 801
H2230|809|3090|04019|AZ|Pima|0|803576|H2230 - 809|H2230|809|Local CCP|Local PPO|No|No|Yes|BCBS  OF MASSACHUSETTS HMO BLUE, INC.|Blue Cross Blue Shield of Massachusetts|Medicare PPO Blue (PPO)|Blue Cross and Blue Shield of Massachusetts, Inc.|09/01/2005|1901|H2230 - 809
H2320|802|3090|04019|AZ|Pima|0|807708|H2320 - 802|H2320|802|Local CCP|HMO/HMOPOS|Yes|No|Yes|PRIORITY HEALTH|Priority Health Medicare|PriorityMedicare EG Non-Calendar Year (HMO-POS)|BHSH|07/01/2005|1960|H2320 - 802
H2320|803|3090|04019|AZ|Pima|0|810849|H2320 - 803|H2320|803|Local CCP|HMO/HMOPOS|Yes|No|Yes|PRIORITY HEALTH|Priority Health Medicare|PriorityMedicare EG Calendar Year (HMO-POS)|BHSH|07/01/2005|1961|H2320 - 803
H2320|812|3090|04019|AZ|Pima|0|814322|H2320 - 812|H2320|812|Local CCP|HMO/HMOPOS|No|No|Yes|PRIORITY HEALTH|Priority Health Medicare|PriorityMedicare HMO-POS No RX EGWP Calendar (HMO-POS)|BHSH|07/01/2005|1966|H2320 - 812
H2320|813|3090|04019|AZ|Pima|0|817463|H2320 - 813|H2320|813|Local CCP|HMO/HMOPOS|No|No|Yes|PRIORITY HEALTH|Priority Health Medicare|PriorityMedicare HMO-POS No RX EGWP Non-Calendar (HMO-POS)|BHSH|07/01/2005|1967|H2320 - 813
H2322|801|3090|04019|AZ|Pima|0|820733|H2322 - 801|H2322|801|Local CCP|Local PPO|No|No|Yes|ALLIANCE HEALTH AND LIFE INSURANCE COMPANY|HAP Senior Plus (PPO)|HAP Senior Plus Group (PPO)|Henry Ford Health System|08/01/2005|1972|H2322 - 801
H2322|803|3090|04019|AZ|Pima|0|823952|H2322 - 803|H2322|803|Local CCP|Local PPO|Yes|No|Yes|ALLIANCE HEALTH AND LIFE INSURANCE COMPANY|HAP Senior Plus (PPO)|HAP Senior Plus Group (PPO)|Henry Ford Health System|08/01/2005|1973|H2322 - 803
H2354|801|3090|04019|AZ|Pima|0|827386|H2354 - 801|H2354|801|Local CCP|HMO/HMOPOS|No|No|Yes|HEALTH ALLIANCE PLAN OF MICHIGAN|HAP Senior Plus|HAP Senior Plus Group (HMO)|Henry Ford Health System|04/01/1997|1985|H2354 - 801
H2354|802|3090|04019|AZ|Pima|0|830605|H2354 - 802|H2354|802|Local CCP|HMO/HMOPOS|Yes|No|Yes|HEALTH ALLIANCE PLAN OF MICHIGAN|HAP Senior Plus|HAP Senior Plus Group (HMO-POS)|Henry Ford Health System|04/01/1997|1986|H2354 - 802
H2406|805|3090|04019|AZ|Pima|0|834429|H2406 - 805|H2406|805|Local CCP|Local PPO|Yes|No|Yes|CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.|UnitedHealthcare|UnitedHealthcare Group Medicare Advantage (PPO)|UnitedHealth Group, Inc.|06/01/2001|2011|H2406 - 805
H2406|806|3090|04019|AZ|Pima|0|837688|H2406 - 806|H2406|806|Local CCP|Local PPO|No|No|Yes|CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.|UnitedHealthcare|UnitedHealthcare Group Medicare Advantage (PPO)|UnitedHealth Group, Inc.|06/01/2001|2012|H2406 - 806
H2406|807|3090|04019|AZ|Pima|0|840947|H2406 - 807|H2406|807|Local CCP|Local PPO|Yes|No|Yes|CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.|UnitedHealthcare|UnitedHealthcare Group Medicare Advantage (PPO)|UnitedHealth Group, Inc.|06/01/2001|2013|H2406 - 807
H2406|808|3090|04019|AZ|Pima|0|844206|H2406 - 808|H2406|808|Local CCP|Local PPO|Yes|No|Yes|CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.|UnitedHealthcare|UnitedHealthcare Group Medicare Advantage (PPO)|UnitedHealth Group, Inc.|06/01/2001|2014|H2406 - 808
H2406|809|3090|04019|AZ|Pima|0|847465|H2406 - 809|H2406|809|Local CCP|Local PPO|No|No|Yes|CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.|UnitedHealthcare|UnitedHealthcare Group Medicare Advantage (PPO)|UnitedHealth Group, Inc.|06/01/2001|2015|H2406 - 809
H2406|810|3090|04019|AZ|Pima|0|850724|H2406 - 810|H2406|810|Local CCP|Local PPO|Yes|No|Yes|CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.|UnitedHealthcare|UnitedHealthcare Group Medicare Advantage (PPO)|UnitedHealth Group, Inc.|06/01/2001|2016|H2406 - 810
H2406|811|3090|04019|AZ|Pima|0|853983|H2406 - 811|H2406|811|Local CCP|Local PPO|Yes|No|Yes|CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.|UnitedHealthcare|UnitedHealthcare Group Medicare Advantage (PPO)|UnitedHealth Group, Inc.|06/01/2001|2017|H2406 - 811
H2406|812|3090|04019|AZ|Pima|0|857242|H2406 - 812|H2406|812|Local CCP|Local PPO|Yes|No|Yes|CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.|UnitedHealthcare|UnitedHealthcare Group Medicare Advantage (PPO)|UnitedHealth Group, Inc.|06/01/2001|2018|H2406 - 812
H2406|813|3090|04019|AZ|Pima|0|860501|H2406 - 813|H2406|813|Local CCP|Local PPO|Yes|No|Yes|CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.|UnitedHealthcare|UnitedHealthcare Group Medicare Advantage (PPO)|UnitedHealth Group, Inc.|06/01/2001|2019|H2406 - 813
H2406|814|3090|04019|AZ|Pima|0|863760|H2406 - 814|H2406|814|Local CCP|Local PPO|No|No|Yes|CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.|UnitedHealthcare|UnitedHealthcare Group Medicare Advantage (PPO)|UnitedHealth Group, Inc.|06/01/2001|2020|H2406 - 814
H2406|815|3090|04019|AZ|Pima|0|867019|H2406 - 815|H2406|815|Local CCP|Local PPO|Yes|No|Yes|CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.|UnitedHealthcare|UnitedHealthcare Group Medicare Advantage (PPO)|UnitedHealth Group, Inc.|06/01/2001|2021|H2406 - 815
H2406|816|3090|04019|AZ|Pima|0|870278|H2406 - 816|H2406|816|Local CCP|Local PPO|Yes|No|Yes|CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.|UnitedHealthcare|UnitedHealthcare Group Medicare Advantage (PPO)|UnitedHealth Group, Inc.|06/01/2001|2022|H2406 - 816
H2406|817|3090|04019|AZ|Pima|0|873537|H2406 - 817|H2406|817|Local CCP|Local PPO|No|No|Yes|CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.|UnitedHealthcare|UnitedHealthcare Group Medicare Advantage (PPO)|UnitedHealth Group, Inc.|06/01/2001|2023|H2406 - 817
H2406|818|3090|04019|AZ|Pima|0|876796|H2406 - 818|H2406|818|Local CCP|Local PPO|Yes|No|Yes|CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.|UnitedHealthcare|UnitedHealthcare Group Medicare Advantage (PPO)|UnitedHealth Group, Inc.|06/01/2001|2024|H2406 - 818
H2406|819|3090|04019|AZ|Pima|0|880055|H2406 - 819|H2406|819|Local CCP|Local PPO|Yes|No|Yes|CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.|UnitedHealthcare|UnitedHealthcare Group Medicare Advantage (PPO)|UnitedHealth Group, Inc.|06/01/2001|2025|H2406 - 819
H2406|820|3090|04019|AZ|Pima|0|883283|H2406 - 820|H2406|820|Local CCP|Local PPO|Yes|No|Yes|CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.|UnitedHealthcare|UnitedHealthcare Group Medicare Advantage (PPO)|UnitedHealth Group, Inc.|06/01/2001|2026|H2406 - 820
H2406|821|3090|04019|AZ|Pima|0|885882|H2406 - 821|H2406|821|Local CCP|Local PPO|No|No|Yes|CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.|UnitedHealthcare|UnitedHealthcare Group Medicare Advantage (PPO)|UnitedHealth Group, Inc.|06/01/2001|2027|H2406 - 821
H2406|822|3090|04019|AZ|Pima|0|888481|H2406 - 822|H2406|822|Local CCP|Local PPO|Yes|No|Yes|CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.|UnitedHealthcare|UnitedHealthcare Group Medicare Advantage (PPO)|UnitedHealth Group, Inc.|06/01/2001|2028|H2406 - 822
H2406|824|3090|04019|AZ|Pima|0|891118|H2406 - 824|H2406|824|Local CCP|Local PPO|Yes|No|Yes|CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.|UnitedHealthcare|UnitedHealthcare Group Medicare Advantage (PPO)|UnitedHealth Group, Inc.|06/01/2001|2030|H2406 - 824
H2406|825|3090|04019|AZ|Pima|0|891836|H2406 - 825|H2406|825|Local CCP|Local PPO|Yes|No|Yes|CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.|UnitedHealthcare|UnitedHealthcare Group Medicare Advantage (PPO)|UnitedHealth Group, Inc.|06/01/2001|2031|H2406 - 825
H2406|826|3090|04019|AZ|Pima|0|895095|H2406 - 826|H2406|826|Local CCP|Local PPO|Yes|No|Yes|CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.|UnitedHealthcare|UnitedHealthcare Group Medicare Advantage (PPO)|UnitedHealth Group, Inc.|06/01/2001|2032|H2406 - 826
H2406|827|3090|04019|AZ|Pima|0|898354|H2406 - 827|H2406|827|Local CCP|Local PPO|Yes|No|Yes|CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.|UnitedHealthcare|UnitedHealthcare Group Medicare Advantage (PPO)|UnitedHealth Group, Inc.|06/01/2001|2033|H2406 - 827
H2406|828|3090|04019|AZ|Pima|0|901613|H2406 - 828|H2406|828|Local CCP|Local PPO|Yes|No|Yes|CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.|UnitedHealthcare|UnitedHealthcare Group Medicare Advantage (PPO)|UnitedHealth Group, Inc.|06/01/2001|2034|H2406 - 828
H2406|829|3090|04019|AZ|Pima|0|904872|H2406 - 829|H2406|829|Local CCP|Local PPO|No|No|Yes|CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.|UnitedHealthcare|UnitedHealthcare Group Medicare Advantage (PPO)|UnitedHealth Group, Inc.|06/01/2001|2035|H2406 - 829
H2406|830|3090|04019|AZ|Pima|0|908131|H2406 - 830|H2406|830|Local CCP|Local PPO|Yes|No|Yes|CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.|UnitedHealthcare|UnitedHealthcare Group Medicare Advantage (PPO)|UnitedHealth Group, Inc.|06/01/2001|2036|H2406 - 830
H2406|831|3090|04019|AZ|Pima|0|911390|H2406 - 831|H2406|831|Local CCP|Local PPO|Yes|No|Yes|CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.|UnitedHealthcare|UnitedHealthcare Group Medicare Advantage (PPO)|UnitedHealth Group, Inc.|06/01/2001|2037|H2406 - 831
H2406|832|3090|04019|AZ|Pima|0|914649|H2406 - 832|H2406|832|Local CCP|Local PPO|Yes|No|Yes|CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.|UnitedHealthcare|UnitedHealthcare Group Medicare Advantage (PPO)|UnitedHealth Group, Inc.|06/01/2001|2038|H2406 - 832
H2406|833|3090|04019|AZ|Pima|0|917908|H2406 - 833|H2406|833|Local CCP|Local PPO|Yes|No|Yes|CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.|UnitedHealthcare|UnitedHealthcare Group Medicare Advantage (PPO)|UnitedHealth Group, Inc.|06/01/2001|2039|H2406 - 833
H2406|834|3090|04019|AZ|Pima|0|921167|H2406 - 834|H2406|834|Local CCP|Local PPO|Yes|No|Yes|CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.|UnitedHealthcare|UnitedHealthcare Group Medicare Advantage (PPO)|UnitedHealth Group, Inc.|06/01/2001|2040|H2406 - 834
H2406|835|3090|04019|AZ|Pima|0|924426|H2406 - 835|H2406|835|Local CCP|Local PPO|Yes|No|Yes|CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.|UnitedHealthcare|UnitedHealthcare Group Medicare Advantage (PPO)|UnitedHealth Group, Inc.|06/01/2001|2041|H2406 - 835
H2450|801|3090|04019|AZ|Pima|0|929627|H2450 - 801|H2450|801|1876 Cost|1876 Cost|Yes|No|Yes|MEDICA INSURANCE COMPANY|Medica|Medica Group Prime Solution w/Rx (Cost)|Medica Holding Company|01/01/1990|2072|H2450 - 801
H2563|801|3090|04019|AZ|Pima|0|933202|H2563 - 801|H2563|801|Local CCP|HMO/HMOPOS|Yes|No|Yes|OPTIMA HEALTH PLAN|Optima Medicare|Optima Medicare - MAPD Calendar Year (HMO)|Sentara Health Care (SHC)|01/01/2014|2145|H2563 - 801
H2563|802|3090|04019|AZ|Pima|0|936343|H2563 - 802|H2563|802|Local CCP|HMO/HMOPOS|Yes|No|Yes|OPTIMA HEALTH PLAN|Optima Medicare|Optima Medicare - MAPD Non-Calendar Year (HMO)|Sentara Health Care (SHC)|01/01/2014|2146|H2563 - 802
H2563|803|3090|04019|AZ|Pima|0|939484|H2563 - 803|H2563|803|Local CCP|HMO/HMOPOS|No|No|Yes|OPTIMA HEALTH PLAN|Optima Medicare|Optima Medicare - MA Only Calendar Year (HMO)|Sentara Health Care (SHC)|01/01/2014|2147|H2563 - 803
H2563|804|3090|04019|AZ|Pima|0|942625|H2563 - 804|H2563|804|Local CCP|HMO/HMOPOS|No|No|Yes|OPTIMA HEALTH PLAN|Optima Medicare|Optima Medicare - MA Only Non-Calendar Year (HMO)|Sentara Health Care (SHC)|01/01/2014|2148|H2563 - 804
H2591|801|3090|04019|AZ|Pima|0|947089|H2591 - 801|H2591|801|Local CCP|Local PPO|No|No|Yes|HEALTH ALLIANCE - MIDWEST, INC.|Health Alliance Medicare|Medicare Employer PPO (PPO)|The Carle Foundation|01/01/2015|2177|H2591 - 801
H2591|802|3090|04019|AZ|Pima|0|950230|H2591 - 802|H2591|802|Local CCP|Local PPO|Yes|No|Yes|HEALTH ALLIANCE - MIDWEST, INC.|Health Alliance Medicare|Health Alliance Medicare (PPO)|The Carle Foundation|01/01/2015|2178|H2591 - 802
H2591|803|3090|04019|AZ|Pima|0|953371|H2591 - 803|H2591|803|Local CCP|Local PPO|Yes|No|Yes|HEALTH ALLIANCE - MIDWEST, INC.|Health Alliance Medicare|Health Alliance Medicare (non calendar) (PPO)|The Carle Foundation|01/01/2015|2179|H2591 - 803
H2663|805|3090|04019|AZ|Pima|0|958062|H2663 - 805|H2663|805|Local CCP|HMO/HMOPOS|No|No|Yes|COVENTRY HEALTH CARE OF MISSOURI, INC|Aetna Medicare|Aetna Medicare Plan (HMO)|CVS Health Corporation|11/01/1995|2235|H2663 - 805
H2663|810|3090|04019|AZ|Pima|0|961203|H2663 - 810|H2663|810|Local CCP|HMO/HMOPOS|Yes|No|Yes|COVENTRY HEALTH CARE OF MISSOURI, INC|Aetna Medicare|Aetna Medicare Plan w/Rx (HMO)|CVS Health Corporation|11/01/1995|2236|H2663 - 810
H2737|801|3090|04019|AZ|Pima|0|964631|H2737 - 801|H2737|801|Local CCP|Local PPO|Yes|No|Yes|HEALTH NEW ENGLAND, INC.|Health New England Medicare Advantage Plans|Health New England Compass Group Rx (PPO)|Baystate Health, Inc.|01/01/2022|2251|H2737 - 801
H2737|802|3090|04019|AZ|Pima|0|967891|H2737 - 802|H2737|802|Local CCP|Local PPO|No|No|Yes|HEALTH NEW ENGLAND, INC.|Health New England Medicare Advantage Plans|Health New England Compass Group Calendar (PPO)|Baystate Health, Inc.|01/01/2022|2252|H2737 - 802
H2737|803|3090|04019|AZ|Pima|0|971151|H2737 - 803|H2737|803|Local CCP|Local PPO|Yes|No|Yes|HEALTH NEW ENGLAND, INC.|Health New England Medicare Advantage Plans|Health New England Compass Group Non-Calendar (PPO)|Baystate Health, Inc.|01/01/2022|2253|H2737 - 803
H2775|801|3090|04019|AZ|Pima|0|975026|H2775 - 801|H2775|801|Local CCP|Local PPO|No|No|Yes|AMERICAN PROGRESSIVE LIFE & HLTH INS COMPANY OF NY|Wellcare|Today's Options PPO - MA Group Plan (PPO)|Centene Corporation|01/01/2009|2269|H2775 - 801
H2775|802|3090|04019|AZ|Pima|0|978269|H2775 - 802|H2775|802|Local CCP|Local PPO|Yes|No|Yes|AMERICAN PROGRESSIVE LIFE & HLTH INS COMPANY OF NY|Wellcare|Today's Options PPO - MAPD Group Plan (PPO)|Centene Corporation|01/01/2009|2270|H2775 - 802
H2775|803|3090|04019|AZ|Pima|0|981512|H2775 - 803|H2775|803|Local CCP|Local PPO|Yes|No|Yes|AMERICAN PROGRESSIVE LIFE & HLTH INS COMPANY OF NY|Wellcare|Today's Options PPO - MAPD Group Plan - NCY (PPO)|Centene Corporation|01/01/2009|2271|H2775 - 803
H2816|801|3090|04019|AZ|Pima|0|986338|H2816 - 801|H2816|801|PFFS|PFFS|No|No|Yes|AMERICAN PROGRESSIVE LIFE & HLTH INS COMPANY OF NY|Wellcare|Today's Options PFFS - MA Group Plan (PFFS)|Centene Corporation|01/01/2011|2324|H2816 - 801
