ContractNumber|PlanID|SSAStateCountyCode|FIPSStateCountyCode|State|County|Enrollment|EnrollmentSerial|id|ContractNumber:1|PlanID:1|OrganizationType|PlanType|OffersPartD|SNPPlan|EGHP|OrganizationName|OrganizationMarketingName|PlanName|ParentOrganization|ContractEffectiveDate|ContractSerial|id:1
H3288|802|45940|48453|TX|Travis|0|1039896|H3288 - 802|H3288|802|Local CCP|Local PPO|Yes|No|Yes|AETNA HEALTH AND LIFE INSURANCE COMPANY|Aetna Medicare|Aetna Medicare Plan w/Rx (PPO)|CVS Health Corporation|01/01/2020|2596|H3288 - 802
H3312|801|45940|48453|TX|Travis|0|1044085|H3312 - 801|H3312|801|Local CCP|HMO/HMOPOS|No|No|Yes|AETNA HEALTH INC. (NY)|Aetna Medicare|Aetna Medicare Plan (HMO)|CVS Health Corporation|10/01/1986|2633|H3312 - 801
H3312|804|45940|48453|TX|Travis|0|1047226|H3312 - 804|H3312|804|Local CCP|HMO/HMOPOS|Yes|No|Yes|AETNA HEALTH INC. (NY)|Aetna Medicare|Aetna Medicare Plan w/Rx (HMO)|CVS Health Corporation|10/01/1986|2634|H3312 - 804
H3330|814|45940|48453|TX|Travis|0|1050719|H3330 - 814|H3330|814|Local CCP|HMO/HMOPOS|Yes|No|Yes|HEALTH INSURANCE PLAN OF GREATER NEW YORK|EmblemHealth Medicare HMO|EmblemHealth VIP Premier (HMO)|EmblemHealth, Inc.|07/01/1987|2647|H3330 - 814
H3330|815|45940|48453|TX|Travis|0|1053940|H3330 - 815|H3330|815|Local CCP|HMO/HMOPOS|No|No|Yes|HEALTH INSURANCE PLAN OF GREATER NEW YORK|EmblemHealth Medicare HMO|EmblemHealth VIP Rx Carveout (HMO)|EmblemHealth, Inc.|07/01/1987|2648|H3330 - 815
H3330|820|45940|48453|TX|Travis|0|1057160|H3330 - 820|H3330|820|Local CCP|HMO/HMOPOS|Yes|No|Yes|HEALTH INSURANCE PLAN OF GREATER NEW YORK|EmblemHealth Medicare HMO|EmblemHealth VIP Choice (HMO-POS)|EmblemHealth, Inc.|07/01/1987|2649|H3330 - 820
H3330|821|45940|48453|TX|Travis|0|1060379|H3330 - 821|H3330|821|Local CCP|HMO/HMOPOS|No|No|Yes|HEALTH INSURANCE PLAN OF GREATER NEW YORK|EmblemHealth Medicare HMO|EmblemHealth VIP Choice Rx Carveout (HMO-POS)|EmblemHealth, Inc.|07/01/1987|2650|H3330 - 821
H3335|811|45940|48453|TX|Travis|0|1063796|H3335 - 811|H3335|811|Local CCP|Local PPO|Yes|No|Yes|EXCELLUS HEALTH PLAN, INC.|Excellus Health Plan, Inc|Medicare Blue PPO Group (PPO)|Lifetime Healthcare, Inc.|07/01/2004|2662|H3335 - 811
H3335|819|45940|48453|TX|Travis|0|1067023|H3335 - 819|H3335|819|Local CCP|Local PPO|No|No|Yes|EXCELLUS HEALTH PLAN, INC.|Excellus Health Plan, Inc|Medicare Blue PPO Group (PPO)|Lifetime Healthcare, Inc.|07/01/2004|2664|H3335 - 819
H3335|820|45940|48453|TX|Travis|0|1070242|H3335 - 820|H3335|820|Local CCP|Local PPO|Yes|No|Yes|EXCELLUS HEALTH PLAN, INC.|Excellus Health Plan, Inc|Medicare Blue PPO Group Non-Calendar (PPO)|Lifetime Healthcare, Inc.|07/01/2004|2665|H3335 - 820
H3342|808|45940|48453|TX|Travis|0|1073484|H3342 - 808|H3342|808|Local CCP|Local PPO|Yes|No|Yes|EMPIRE HEALTHCHOICE ASSURANCE, INC.|Empire BlueCross BlueShield|Empire MediBlue Freedom (PPO)|Anthem Inc.|09/01/2005|2668|H3342 - 808
H3342|809|45940|48453|TX|Travis|0|1076743|H3342 - 809|H3342|809|Local CCP|Local PPO|No|No|Yes|EMPIRE HEALTHCHOICE ASSURANCE, INC.|Empire BlueCross BlueShield|Empire MediBlue Freedom (PPO)|Anthem Inc.|09/01/2005|2669|H3342 - 809
H3342|810|45940|48453|TX|Travis|0|1080002|H3342 - 810|H3342|810|Local CCP|Local PPO|Yes|No|Yes|EMPIRE HEALTHCHOICE ASSURANCE, INC.|Empire BlueCross BlueShield|Empire MediBlue Freedom (PPO)|Anthem Inc.|09/01/2005|2670|H3342 - 810
H3342|812|45940|48453|TX|Travis|0|1083261|H3342 - 812|H3342|812|Local CCP|Local PPO|No|No|Yes|EMPIRE HEALTHCHOICE ASSURANCE, INC.|Empire BlueCross BlueShield|Empire MediBlue Freedom (PPO)|Anthem Inc.|09/01/2005|2671|H3342 - 812
H3342|813|45940|48453|TX|Travis|0|1086520|H3342 - 813|H3342|813|Local CCP|Local PPO|Yes|No|Yes|EMPIRE HEALTHCHOICE ASSURANCE, INC.|Empire BlueCross BlueShield|Empire MediBlue Freedom (PPO)|Anthem Inc.|09/01/2005|2672|H3342 - 813
H3342|814|45940|48453|TX|Travis|0|1089779|H3342 - 814|H3342|814|Local CCP|Local PPO|Yes|No|Yes|EMPIRE HEALTHCHOICE ASSURANCE, INC.|Empire BlueCross BlueShield|Empire MediBlue Freedom (PPO)|Anthem Inc.|09/01/2005|2673|H3342 - 814
H3342|815|45940|48453|TX|Travis|0|1093038|H3342 - 815|H3342|815|Local CCP|Local PPO|No|No|Yes|EMPIRE HEALTHCHOICE ASSURANCE, INC.|Empire BlueCross BlueShield|Empire MediBlue Freedom (PPO)|Anthem Inc.|09/01/2005|2674|H3342 - 815
H3342|816|45940|48453|TX|Travis|0|1096297|H3342 - 816|H3342|816|Local CCP|Local PPO|No|No|Yes|EMPIRE HEALTHCHOICE ASSURANCE, INC.|Empire BlueCross BlueShield|Empire MediBlue Freedom (PPO)|Anthem Inc.|09/01/2005|2675|H3342 - 816
H3342|817|45940|48453|TX|Travis|0|1099556|H3342 - 817|H3342|817|Local CCP|Local PPO|Yes|No|Yes|EMPIRE HEALTHCHOICE ASSURANCE, INC.|Empire BlueCross BlueShield|Empire MediBlue Freedom (PPO)|Anthem Inc.|09/01/2005|2676|H3342 - 817
H3342|818|45940|48453|TX|Travis|0|1102815|H3342 - 818|H3342|818|Local CCP|Local PPO|Yes|No|Yes|EMPIRE HEALTHCHOICE ASSURANCE, INC.|Empire BlueCross BlueShield|Empire MediBlue Freedom (PPO)|Anthem Inc.|09/01/2005|2677|H3342 - 818
H3342|819|45940|48453|TX|Travis|0|1106074|H3342 - 819|H3342|819|Local CCP|Local PPO|No|No|Yes|EMPIRE HEALTHCHOICE ASSURANCE, INC.|Empire BlueCross BlueShield|Empire MediBlue Freedom (PPO)|Anthem Inc.|09/01/2005|2678|H3342 - 819
H3342|820|45940|48453|TX|Travis|0|1109333|H3342 - 820|H3342|820|Local CCP|Local PPO|No|No|Yes|EMPIRE HEALTHCHOICE ASSURANCE, INC.|Empire BlueCross BlueShield|Empire MediBlue Freedom (PPO)|Anthem Inc.|09/01/2005|2679|H3342 - 820
H3344|801|45940|48453|TX|Travis|0|1112615|H3344 - 801|H3344|801|Local CCP|Local PPO|Yes|No|Yes|INDEPENDENT HEALTH BENEFITS CORPORATION|Independent Health|Independent Health's Medicare PPO Base (PPO)|Independent Health Association, Inc.|09/01/2005|2682|H3344 - 801
H3344|804|45940|48453|TX|Travis|0|1115756|H3344 - 804|H3344|804|Local CCP|Local PPO|No|No|Yes|INDEPENDENT HEALTH BENEFITS CORPORATION|Independent Health|Independent Health's Medicare PPO Base (PPO)|Independent Health Association, Inc.|09/01/2005|2683|H3344 - 804
H3344|805|45940|48453|TX|Travis|0|1118897|H3344 - 805|H3344|805|Local CCP|Local PPO|Yes|No|Yes|INDEPENDENT HEALTH BENEFITS CORPORATION|Independent Health|Independent Health's Medicare PPO Base (PPO)|Independent Health Association, Inc.|09/01/2005|2684|H3344 - 805
H3359|808|45940|48453|TX|Travis|0|1122832|H3359 - 808|H3359|808|Local CCP|HMO/HMOPOS|Yes|No|Yes|HEALTHFIRST HEALTH PLAN, INC.|Healthfirst Medicare Plan|Healthfirst Employer Group 1 (HMO)|Healthfirst, Inc.|06/01/1994|2716|H3359 - 808
H3359|809|45940|48453|TX|Travis|0|1125973|H3359 - 809|H3359|809|Local CCP|HMO/HMOPOS|No|No|Yes|HEALTHFIRST HEALTH PLAN, INC.|Healthfirst Medicare Plan|Healthfirst Employer Group 2 (HMO)|Healthfirst, Inc.|06/01/1994|2717|H3359 - 809
H3362|807|45940|48453|TX|Travis|0|1129277|H3362 - 807|H3362|807|Local CCP|HMO/HMOPOS|Yes|No|Yes|INDEPENDENT HEALTH ASSOCIATION, INC.|Independent Health|Independent Health's Medicare Encompass (HMO-POS)|Independent Health Association, Inc.|01/01/1996|2726|H3362 - 807
H3362|819|45940|48453|TX|Travis|0|1132418|H3362 - 819|H3362|819|Local CCP|HMO/HMOPOS|No|No|Yes|INDEPENDENT HEALTH ASSOCIATION, INC.|Independent Health|Independent Health's Medicare Encompass (HMO-POS)|Independent Health Association, Inc.|01/01/1996|2727|H3362 - 819
H3404|801|45940|48453|TX|Travis|0|1136596|H3404 - 801|H3404|801|Local CCP|Local PPO|No|No|Yes|BLUE CROSS AND BLUE SHIELD OF NORTH CAROLINA|Blue Cross and Blue Shield of North Carolina|Blue Medicare PPO EGWP Medical Only (PPO)|Blue Cross and Blue Shield of North Carolina|07/01/2005|2762|H3404 - 801
H3404|803|45940|48453|TX|Travis|0|1139737|H3404 - 803|H3404|803|Local CCP|Local PPO|Yes|No|Yes|BLUE CROSS AND BLUE SHIELD OF NORTH CAROLINA|Blue Cross and Blue Shield of North Carolina|Blue Medicare PPO EGWP (PPO)|Blue Cross and Blue Shield of North Carolina|07/01/2005|2763|H3404 - 803
H3404|810|45940|48453|TX|Travis|0|1142878|H3404 - 810|H3404|810|Local CCP|Local PPO|Yes|No|Yes|BLUE CROSS AND BLUE SHIELD OF NORTH CAROLINA|Blue Cross and Blue Shield of North Carolina|Blue Medicare PPO EGWP Complete (PPO)|Blue Cross and Blue Shield of North Carolina|07/01/2005|2764|H3404 - 810
H3416|801|45940|48453|TX|Travis|0|1146123|H3416 - 801|H3416|801|Local CCP|Local PPO|Yes|No|Yes|HEALTHPARTNERS UNITYPOINT HEALTH, INC.|HealthPartners UnityPoint Health|HealthPartners UnityPoint Health Group MAPD CY (PPO)|HealthPartners UnityPoint Health, Inc.|01/01/2017|2768|H3416 - 801
H3416|803|45940|48453|TX|Travis|0|1149264|H3416 - 803|H3416|803|Local CCP|Local PPO|No|No|Yes|HEALTHPARTNERS UNITYPOINT HEALTH, INC.|HealthPartners UnityPoint Health|HealthPartners UnityPoint Health Group MA Only (PPO)|HealthPartners UnityPoint Health, Inc.|01/01/2017|2769|H3416 - 803
H3471|801|45940|48453|TX|Travis|0|1157873|H3471 - 801|H3471|801|Local CCP|HMO/HMOPOS|No|No|Yes|HEALTH ALLIANCE NORTHWEST HEALTH PLAN|Health Alliance Northwest|Medicare Employer HMO (HMO)|The Carle Foundation|01/01/2014|2857|H3471 - 801
H3471|802|45940|48453|TX|Travis|0|1161014|H3471 - 802|H3471|802|Local CCP|HMO/HMOPOS|Yes|No|Yes|HEALTH ALLIANCE NORTHWEST HEALTH PLAN|Health Alliance Northwest|Medicare Employer HMO Rx (HMO)|The Carle Foundation|01/01/2014|2858|H3471 - 802
H3471|803|45940|48453|TX|Travis|0|1164155|H3471 - 803|H3471|803|Local CCP|HMO/HMOPOS|Yes|No|Yes|HEALTH ALLIANCE NORTHWEST HEALTH PLAN|Health Alliance Northwest|Medicare Employer HMO Rx - non calendar year (HMO)|The Carle Foundation|01/01/2014|2859|H3471 - 803
H3471|804|45940|48453|TX|Travis|0|1167296|H3471 - 804|H3471|804|Local CCP|HMO/HMOPOS|No|No|Yes|HEALTH ALLIANCE NORTHWEST HEALTH PLAN|Health Alliance Northwest|Medicare Employer HMO-POS (HMO-POS)|The Carle Foundation|01/01/2014|2860|H3471 - 804
H3471|805|45940|48453|TX|Travis|0|1170437|H3471 - 805|H3471|805|Local CCP|HMO/HMOPOS|Yes|No|Yes|HEALTH ALLIANCE NORTHWEST HEALTH PLAN|Health Alliance Northwest|Medicare Employer HMO-POS with Rx (HMO-POS)|The Carle Foundation|01/01/2014|2861|H3471 - 805
H3471|806|45940|48453|TX|Travis|0|1173578|H3471 - 806|H3471|806|Local CCP|HMO/HMOPOS|Yes|No|Yes|HEALTH ALLIANCE NORTHWEST HEALTH PLAN|Health Alliance Northwest|Medicare Employer HMO-POS with Rx (HMO-POS)|The Carle Foundation|01/01/2014|2862|H3471 - 806
H3528|801|45940|48453|TX|Travis|0|1177512|H3528 - 801|H3528|801|Local CCP|HMO/HMOPOS|Yes|No|Yes|CONNECTICARE, INC.|ConnectiCare|ConnectiCare Employer Group Plan (HMO)|EmblemHealth, Inc.|01/01/2008|2886|H3528 - 801
H3528|805|45940|48453|TX|Travis|0|1180755|H3528 - 805|H3528|805|Local CCP|HMO/HMOPOS|No|No|Yes|CONNECTICARE, INC.|ConnectiCare|ConnectiCare Employer Group Plan (HMO)|EmblemHealth, Inc.|01/01/2008|2887|H3528 - 805
H3528|806|45940|48453|TX|Travis|0|1183998|H3528 - 806|H3528|806|Local CCP|HMO/HMOPOS|Yes|No|Yes|CONNECTICARE, INC.|ConnectiCare|ConnectiCare Employer Group Plan (HMO-POS)|EmblemHealth, Inc.|01/01/2008|2888|H3528 - 806
H3528|807|45940|48453|TX|Travis|0|1187241|H3528 - 807|H3528|807|Local CCP|HMO/HMOPOS|No|No|Yes|CONNECTICARE, INC.|ConnectiCare|ConnectiCare Employer Group Plan (HMO-POS)|EmblemHealth, Inc.|01/01/2008|2889|H3528 - 807
H3554|801|45940|48453|TX|Travis|0|1191311|H3554 - 801|H3554|801|Local CCP|Local PPO|Yes|No|Yes|USABLE PPO INSURANCE COMPANY|Arkansas Blue Medicare|BlueMedicare Premier Group CY (PPO)|USAble Mutual Insurance Company|01/01/2021|2918|H3554 - 801
H3554|802|45940|48453|TX|Travis|0|1194571|H3554 - 802|H3554|802|Local CCP|Local PPO|Yes|No|Yes|USABLE PPO INSURANCE COMPANY|Arkansas Blue Medicare|BlueMedicare Premier Group NCY (PPO)|USAble Mutual Insurance Company|01/01/2021|2919|H3554 - 802
H3554|803|45940|48453|TX|Travis|0|1197831|H3554 - 803|H3554|803|Local CCP|Local PPO|No|No|Yes|USABLE PPO INSURANCE COMPANY|Arkansas Blue Medicare|BlueMedicare Value Group CY (PPO)|USAble Mutual Insurance Company|01/01/2021|2920|H3554 - 803
H3554|804|45940|48453|TX|Travis|0|1201091|H3554 - 804|H3554|804|Local CCP|Local PPO|No|No|Yes|USABLE PPO INSURANCE COMPANY|Arkansas Blue Medicare|BlueMedicare Value Group NCY (PPO)|USAble Mutual Insurance Company|01/01/2021|2921|H3554 - 804
H3557|801|45940|48453|TX|Travis|0|1204378|H3557 - 801|H3557|801|Local CCP|Local PPO|Yes|No|Yes|BLUE CROSS & BLUE SHIELD OF RHODE ISLAND|Blue Cross & Blue Shield of Rhode Island|HealthMate Coast-to-Coast for Medicare Group (PPO)|Blue Cross & Blue Shield of Rhode Island|01/01/2020|2923|H3557 - 801
H3557|802|45940|48453|TX|Travis|0|1207637|H3557 - 802|H3557|802|Local CCP|Local PPO|Yes|No|Yes|BLUE CROSS & BLUE SHIELD OF RHODE ISLAND|Blue Cross & Blue Shield of Rhode Island|HealthMate Coast-to-Coast for Medicare Group (PPO)|Blue Cross & Blue Shield of Rhode Island|01/01/2020|2924|H3557 - 802
H3557|803|45940|48453|TX|Travis|0|1210896|H3557 - 803|H3557|803|Local CCP|Local PPO|No|No|Yes|BLUE CROSS & BLUE SHIELD OF RHODE ISLAND|Blue Cross & Blue Shield of Rhode Island|HealthMate Coast-to-Coast for Medicare Group (PPO)|Blue Cross & Blue Shield of Rhode Island|01/01/2020|2925|H3557 - 803
H3597|801|45940|48453|TX|Travis|0|1214471|H3597 - 801|H3597|801|Local CCP|HMO/HMOPOS|No|No|Yes|AETNA HEALTH INC. (ME)|Aetna Medicare|Aetna Medicare Plan (HMO)|CVS Health Corporation|01/01/2008|2937|H3597 - 801
H3597|802|45940|48453|TX|Travis|0|1217612|H3597 - 802|H3597|802|Local CCP|HMO/HMOPOS|Yes|No|Yes|AETNA HEALTH INC. (ME)|Aetna Medicare|Aetna Medicare Plan w/Rx (HMO)|CVS Health Corporation|01/01/2008|2938|H3597 - 802
H3660|801|45940|48453|TX|Travis|0|1222963|H3660 - 801|H3660|801|Local CCP|HMO/HMOPOS|Yes|No|Yes|SUMMACARE INC.|SummaCare Medicare Advantage Plans|SummaCare Medicare Employer Plan with Part D (HMO)|Summa Health|06/01/1996|2970|H3660 - 801
H3660|802|45940|48453|TX|Travis|0|1226104|H3660 - 802|H3660|802|Local CCP|HMO/HMOPOS|No|No|Yes|SUMMACARE INC.|SummaCare Medicare Advantage Plans|SummaCare Medicare Employer Plan without Part D (HMO)|Summa Health|06/01/1996|2971|H3660 - 802
H3660|805|45940|48453|TX|Travis|0|1229245|H3660 - 805|H3660|805|Local CCP|HMO/HMOPOS|Yes|No|Yes|SUMMACARE INC.|SummaCare Medicare Advantage Plans|SummaCare Medicare Employer Plan with Part D (HMO-POS)|Summa Health|06/01/1996|2972|H3660 - 805
H3660|806|45940|48453|TX|Travis|0|1232386|H3660 - 806|H3660|806|Local CCP|HMO/HMOPOS|No|No|Yes|SUMMACARE INC.|SummaCare Medicare Advantage Plans|SummaCare Medicare Employer Plan without Part D (HMO-POS)|Summa Health|06/01/1996|2973|H3660 - 806
H3664|801|45940|48453|TX|Travis|0|1235625|H3664 - 801|H3664|801|Local CCP|HMO/HMOPOS|Yes|No|Yes|AULTCARE HEALTH INSURING CORPORATION|PrimeTime Health Plan|PrimeTime Health Plan Employer Group HMO  - CY (HMO-POS)|Aultman Health Foundation|01/01/1997|2978|H3664 - 801
H3664|802|45940|48453|TX|Travis|0|1238766|H3664 - 802|H3664|802|Local CCP|HMO/HMOPOS|No|No|Yes|AULTCARE HEALTH INSURING CORPORATION|PrimeTime Health Plan|PrimeTime Health Plan Employer Group HMO MA-Only (HMO-POS)|Aultman Health Foundation|01/01/1997|2979|H3664 - 802
H3664|803|45940|48453|TX|Travis|0|1241907|H3664 - 803|H3664|803|Local CCP|HMO/HMOPOS|Yes|No|Yes|AULTCARE HEALTH INSURING CORPORATION|PrimeTime Health Plan|PrimeTime Health Plan Employer Group - Non CY (HMO-POS)|Aultman Health Foundation|01/01/1997|2980|H3664 - 803
H3664|805|45940|48453|TX|Travis|0|1245048|H3664 - 805|H3664|805|Local CCP|HMO/HMOPOS|Yes|No|Yes|AULTCARE HEALTH INSURING CORPORATION|PrimeTime Health Plan|Part B Only MA-PD (HMO-POS)|Aultman Health Foundation|01/01/1997|2981|H3664 - 805
H3664|806|45940|48453|TX|Travis|0|1248189|H3664 - 806|H3664|806|Local CCP|HMO/HMOPOS|No|No|Yes|AULTCARE HEALTH INSURING CORPORATION|PrimeTime Health Plan|Part B Only MA (HMO-POS)|Aultman Health Foundation|01/01/1997|2982|H3664 - 806
H3664|807|45940|48453|TX|Travis|0|1251330|H3664 - 807|H3664|807|Local CCP|HMO/HMOPOS|Yes|No|Yes|AULTCARE HEALTH INSURING CORPORATION|PrimeTime Health Plan|PrimeTime Health Plan Employer Group HMO - CY (HMO-POS)|Aultman Health Foundation|01/01/1997|2983|H3664 - 807
H3672|805|45940|48453|TX|Travis|0|1255225|H3672 - 805|H3672|805|Local CCP|HMO/HMOPOS|Yes|No|Yes|THE HEALTH PLAN OF WEST VIRGINIA, INC.|The Health Plan|The Health Plan SecureCare - Employer (HMO)|The Health Plan of West Virginia, Inc.|03/01/1997|3016|H3672 - 805
H3748|801|45940|48453|TX|Travis|0|1258873|H3748 - 801|H3748|801|Local CCP|HMO/HMOPOS|No|No|Yes|AETNA BETTER HEALTH OF WASHINGTON, INC.|Aetna Medicare|Aetna Medicare Plan (HMO)|CVS Health Corporation|01/01/2020|3037|H3748 - 801
H3748|802|45940|48453|TX|Travis|0|1262014|H3748 - 802|H3748|802|Local CCP|HMO/HMOPOS|Yes|No|Yes|AETNA BETTER HEALTH OF WASHINGTON, INC.|Aetna Medicare|Aetna Medicare Plan w/Rx (HMO)|CVS Health Corporation|01/01/2020|3038|H3748 - 802
H3817|801|45940|48453|TX|Travis|0|1266808|H3817 - 801|H3817|801|Local CCP|Local PPO|No|No|Yes|REGENCE BLUECROSS BLUESHIELD OF OREGON|Regence BlueCross BlueShield of Oregon|Regence MedAdvantage (PPO)|Cambia Health Solutions, Inc.|07/01/2005|3131|H3817 - 801
H3817|802|45940|48453|TX|Travis|0|1269949|H3817 - 802|H3817|802|Local CCP|Local PPO|Yes|No|Yes|REGENCE BLUECROSS BLUESHIELD OF OREGON|Regence BlueCross BlueShield of Oregon|Regence MedAdvantage + Rx (PPO)|Cambia Health Solutions, Inc.|07/01/2005|3132|H3817 - 802
H3817|803|45940|48453|TX|Travis|0|1273090|H3817 - 803|H3817|803|Local CCP|Local PPO|Yes|No|Yes|REGENCE BLUECROSS BLUESHIELD OF OREGON|Regence BlueCross BlueShield of Oregon|Regence MedAdvantage + Rx 02 (PPO)|Cambia Health Solutions, Inc.|07/01/2005|3133|H3817 - 803
H3817|804|45940|48453|TX|Travis|0|1276231|H3817 - 804|H3817|804|Local CCP|Local PPO|Yes|No|Yes|REGENCE BLUECROSS BLUESHIELD OF OREGON|Regence BlueCross BlueShield of Oregon|Regence MedAdvantage + Rx 03 (PPO)|Cambia Health Solutions, Inc.|07/01/2005|3134|H3817 - 804
H3822|802|45940|48453|TX|Travis|0|1276853|H3822 - 802|H3822|802|Local CCP|HMO/HMOPOS|Yes|No|Yes|HEALTH CARE SERVICE CORPORATION|Blue Cross and Blue Shield of IL, NM|Blue Cross Group Medicare Advantage Plan (HMO)|Health Care Service Corporation|01/01/2013|3144|H3822 - 802
H3832|801|45940|48453|TX|Travis|0|1280234|H3832 - 801|H3832|801|Local CCP|Local PPO|Yes|No|Yes|HAWAII MEDICAL SERVICE ASSOCIATION|HMSA Akamai Advantage|HMSA Akamai Advantage EGWP with Drug CY (PPO)|Hawaii Medical Service Association|01/01/2011|3157|H3832 - 801
H3832|802|45940|48453|TX|Travis|0|1283455|H3832 - 802|H3832|802|Local CCP|Local PPO|Yes|No|Yes|HAWAII MEDICAL SERVICE ASSOCIATION|HMSA Akamai Advantage|HMSA Akamai Advantage EGWP with Drug NCY (PPO)|Hawaii Medical Service Association|01/01/2011|3158|H3832 - 802
H3832|805|45940|48453|TX|Travis|0|1286674|H3832 - 805|H3832|805|Local CCP|Local PPO|No|No|Yes|HAWAII MEDICAL SERVICE ASSOCIATION|HMSA Akamai Advantage|HMSA Akamai Advantage EGWP CY (PPO)|Hawaii Medical Service Association|01/01/2011|3159|H3832 - 805
H3832|807|45940|48453|TX|Travis|0|1289896|H3832 - 807|H3832|807|Local CCP|Local PPO|Yes|No|Yes|HAWAII MEDICAL SERVICE ASSOCIATION|HMSA Akamai Advantage|HMSA Akamai Advantage Union Group Plan MAPD (PPO)|Hawaii Medical Service Association|01/01/2011|3160|H3832 - 807
H3907|801|45940|48453|TX|Travis|0|1295028|H3907 - 801|H3907|801|Local CCP|HMO/HMOPOS|No|No|Yes|UPMC HEALTH PLAN, INC.|UPMC for Life|UPMC Employer Group (HMO)|UPMC Health System|01/01/2001|3201|H3907 - 801
H3907|802|45940|48453|TX|Travis|0|1298271|H3907 - 802|H3907|802|Local CCP|HMO/HMOPOS|Yes|No|Yes|UPMC HEALTH PLAN, INC.|UPMC for Life|UPMC Employer Group Rx (HMO)|UPMC Health System|01/01/2001|3202|H3907 - 802
H3907|803|45940|48453|TX|Travis|0|1301514|H3907 - 803|H3907|803|Local CCP|HMO/HMOPOS|Yes|No|Yes|UPMC HEALTH PLAN, INC.|UPMC for Life|UPMC Employer Group Rx (HMO)|UPMC Health System|01/01/2001|3203|H3907 - 803
H3909|801|45940|48453|TX|Travis|0|1304843|H3909 - 801|H3909|801|Local CCP|Local PPO|No|No|Yes|QCC INSURANCE COMPANY|Independence Blue Cross|Personal Choice 65 Group Medical Only (PPO)|Independence Health Group, Inc.|01/01/2002|3213|H3909 - 801
H3909|802|45940|48453|TX|Travis|0|1308062|H3909 - 802|H3909|802|Local CCP|Local PPO|Yes|No|Yes|QCC INSURANCE COMPANY|Independence Blue Cross|Personal Choice 65 Group Rx (PPO)|Independence Health Group, Inc.|01/01/2002|3214|H3909 - 802
H3916|801|45940|48453|TX|Travis|0|1311835|H3916 - 801|H3916|801|Local CCP|Local PPO|No|No|Yes|HIGHMARK SENIOR HEALTH COMPANY|Highmark Inc.|Freedom Blue PPO MA PA CALENDAR (PPO)|Highmark Health|05/01/2003|3232|H3916 - 801
H3916|804|45940|48453|TX|Travis|0|1318321|H3916 - 804|H3916|804|Local CCP|Local PPO|Yes|No|Yes|HIGHMARK SENIOR HEALTH COMPANY|Highmark Inc.|Freedom Blue PPO MAPD PA Non-Calendar (PPO)|Highmark Health|05/01/2003|3234|H3916 - 804
H3916|805|45940|48453|TX|Travis|0|1321564|H3916 - 805|H3916|805|Local CCP|Local PPO|No|No|Yes|HIGHMARK SENIOR HEALTH COMPANY|Highmark Inc.|Community Blue Medicare PPO MA PA Calendar (PPO)|Highmark Health|05/01/2003|3235|H3916 - 805
H3916|806|45940|48453|TX|Travis|0|1324807|H3916 - 806|H3916|806|Local CCP|Local PPO|Yes|No|Yes|HIGHMARK SENIOR HEALTH COMPANY|Highmark Inc.|Community Blue Medicare PPO PA MAPD Calendar (PPO)|Highmark Health|05/01/2003|3236|H3916 - 806
H3916|807|45940|48453|TX|Travis|0|1328050|H3916 - 807|H3916|807|Local CCP|Local PPO|Yes|No|Yes|HIGHMARK SENIOR HEALTH COMPANY|Highmark Inc.|Community Blue Medicare Plus PPO MAPD Calendar (PPO)|Highmark Health|05/01/2003|3237|H3916 - 807
H3923|801|45940|48453|TX|Travis|0|1331435|H3923 - 801|H3923|801|Local CCP|Local PPO|Yes|No|Yes|CAPITAL ADVANTAGE INSURANCE COMPANY|Capital Blue Cross|BlueJourney Group PPO Silver Rx (PPO)|CAPITAL BLUE CROSS|09/01/2005|3249|H3923 - 801
H3923|802|45940|48453|TX|Travis|0|1334678|H3923 - 802|H3923|802|Local CCP|Local PPO|No|No|Yes|CAPITAL ADVANTAGE INSURANCE COMPANY|Capital Blue Cross|BlueJourney Group PPO Without Rx (PPO)|CAPITAL BLUE CROSS|09/01/2005|3250|H3923 - 802
H3923|803|45940|48453|TX|Travis|0|1337921|H3923 - 803|H3923|803|Local CCP|Local PPO|Yes|No|Yes|CAPITAL ADVANTAGE INSURANCE COMPANY|Capital Blue Cross|BlueJourney Group PPO Bronze Rx FY (PPO)|CAPITAL BLUE CROSS|09/01/2005|3251|H3923 - 803
H3923|817|45940|48453|TX|Travis|0|1341164|H3923 - 817|H3923|817|Local CCP|Local PPO|Yes|No|Yes|CAPITAL ADVANTAGE INSURANCE COMPANY|Capital Blue Cross|BlueJourney Group PPO Gold Rx (PPO)|CAPITAL BLUE CROSS|09/01/2005|3252|H3923 - 817
H3923|818|45940|48453|TX|Travis|0|1344407|H3923 - 818|H3923|818|Local CCP|Local PPO|Yes|No|Yes|CAPITAL ADVANTAGE INSURANCE COMPANY|Capital Blue Cross|BlueJourney Group PPO Platinum Rx (PPO)|CAPITAL BLUE CROSS|09/01/2005|3253|H3923 - 818
H3923|819|45940|48453|TX|Travis|0|1347650|H3923 - 819|H3923|819|Local CCP|Local PPO|Yes|No|Yes|CAPITAL ADVANTAGE INSURANCE COMPANY|Capital Blue Cross|BlueJourney Group PPO Bronze Rx (PPO)|CAPITAL BLUE CROSS|09/01/2005|3254|H3923 - 819
