ContractNumber|PlanID|SSAStateCountyCode|FIPSStateCountyCode|State|County|Enrollment|EnrollmentSerial|id|ContractNumber|PlanID|OrganizationType|PlanType|OffersPartD|SNPPlan|EGHP|OrganizationName|OrganizationMarketingName|PlanName|ParentOrganization|ContractEffectiveDate|ContractSerial|id
S4802|132|52120|55025|WI|Dane|6483|2723881|S4802 - 132|S4802|132|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|WELLCARE PRESCRIPTION INSURANCE, INC.|Wellcare|Wellcare Value Script (PDP)|Centene Corporation|01/01/2006|7032|S4802 - 132
H5521|272|10400|12081|FL|Manatee|6481|1863194|H5521 - 272|H5521|272|Local CCP|Local PPO|Yes|No|No|AETNA LIFE INSURANCE COMPANY|Aetna Medicare|Aetna Medicare Premier Plus (PPO)|CVS Health Corporation|01/01/2006|4862|H5521 - 272
S4802|158|28540|31109|NE|Lancaster|6480|2731196|S4802 - 158|S4802|158|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|WELLCARE PRESCRIPTION INSURANCE, INC.|Wellcare|Wellcare Value Script (PDP)|Centene Corporation|01/01/2006|7058|S4802 - 158
S5884|114|5140|06029|CA|Kern|6480|3271538|S5884 - 114|S5884|114|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|HUMANA INSURANCE COMPANY|Humana|Humana Basic Rx Plan (PDP)|Humana Inc.|01/01/2006|7552|S5884 - 114
S4802|146|10100|12021|FL|Collier|6474|2726415|S4802 - 146|S4802|146|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|WELLCARE PRESCRIPTION INSURANCE, INC.|Wellcare|Wellcare Value Script (PDP)|Centene Corporation|01/01/2006|7046|S4802 - 146
S4802|155|45310|48085|TX|Collin|6473|2730097|S4802 - 155|S4802|155|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|WELLCARE PRESCRIPTION INSURANCE, INC.|Wellcare|Wellcare Value Script (PDP)|Centene Corporation|01/01/2006|7055|S4802 - 155
S5921|374|50160|53033|WA|King|6378|3329653|S5921 - 374|S5921|374|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|UNITEDHEALTHCARE INS. CO. & UHC INS. CO. OF NY|UnitedHealthcare|AARP MedicareRx Saver Plus (PDP)|UnitedHealth Group, Inc.|01/01/2006|7674|S5921 - 374
H1036|102|10280|12057|FL|Hillsborough|6358|230521|H1036 - 102|H1036|102|Local CCP|HMO/HMOPOS|Yes|Yes|No|HUMANA MEDICAL PLAN, INC.|Humana|Humana Gold Plus SNP-DE H1036-102 (HMO D-SNP)|Humana Inc.|02/01/1986|909|H1036 - 102
S5884|208|29010|32003|NV|Clark|6355|3299836|S5884 - 208|S5884|208|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|HUMANA INSURANCE COMPANY|Humana|Humana Walmart Value Rx Plan (PDP)|Humana Inc.|01/01/2006|7632|S5884 - 208
S8841|803|5500|06079|CA|San Luis Obispo|6353|3490150|S8841 - 803|S8841|803|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|OPTUM INSURANCE OF OHIO, INC.|Optum Insurance of Ohio, Inc.|OptumRx CORE Silver 2022 - CY (PDP)|UnitedHealth Group, Inc.|01/01/2007|7939|S8841 - 803
S5921|383|10350|12071|FL|Lee|6332|3330949|S5921 - 383|S5921|383|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|UNITEDHEALTHCARE INS. CO. & UHC INS. CO. OF NY|UnitedHealthcare|AARP MedicareRx Walgreens (PDP)|UnitedHealth Group, Inc.|01/01/2006|7683|S5921 - 383
S5921|376|5470|06073|CA|San Diego|6329|3329988|S5921 - 376|S5921|376|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|UNITEDHEALTHCARE INS. CO. & UHC INS. CO. OF NY|UnitedHealthcare|AARP MedicareRx Saver Plus (PDP)|UnitedHealth Group, Inc.|01/01/2006|7676|S5921 - 376
S5921|373|29010|32003|NV|Clark|6301|3329264|S5921 - 373|S5921|373|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|UNITEDHEALTHCARE INS. CO. & UHC INS. CO. OF NY|UnitedHealthcare|AARP MedicareRx Saver Plus (PDP)|UnitedHealth Group, Inc.|01/01/2006|7673|S5921 - 373
H2001|816|11530|13135|GA|Gwinnett|6288|495471|H2001 - 816|H2001|816|Local CCP|Local PPO|Yes|No|Yes|SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.|UnitedHealthcare|UnitedHealthcare Group Medicare Advantage (PPO)|UnitedHealth Group, Inc.|08/01/2005|1630|H2001 - 816
S4802|163|5660|06111|CA|Ventura|6280|2731984|S4802 - 163|S4802|163|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|WELLCARE PRESCRIPTION INSURANCE, INC.|Wellcare|Wellcare Value Script (PDP)|Centene Corporation|01/01/2006|7063|S4802 - 163
S5601|181|39140|42017|PA|Bucks|6277|2839638|S5601 - 181|S5601|181|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|SILVERSCRIPT INSURANCE COMPANY|Aetna Medicare|SilverScript SmartRx (PDP)|CVS Health Corporation|01/01/2006|7221|S5601 - 181
S5601|805|21010|24003|MD|Anne Arundel|6264|2863895|S5601 - 805|S5601|805|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|SILVERSCRIPT INSURANCE COMPANY|Aetna Medicare|SilverScript Group SF (PDP)|CVS Health Corporation|01/01/2006|7255|S5601 - 805
H5521|269|10150|12031|FL|Duval|6260|1862628|H5521 - 269|H5521|269|Local CCP|Local PPO|Yes|No|No|AETNA LIFE INSURANCE COMPANY|Aetna Medicare|Aetna Medicare Premier Plus (PPO)|CVS Health Corporation|01/01/2006|4859|H5521 - 269
S5601|805|22020|25005|MA|Bristol|6245|2863920|S5601 - 805|S5601|805|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|SILVERSCRIPT INSURANCE COMPANY|Aetna Medicare|SilverScript Group SF (PDP)|CVS Health Corporation|01/01/2006|7255|S5601 - 805
E3014|801|39560|42091|PA|Montgomery|6242|5535|E3014 - 801|E3014|801|Employer/Union Only Direct Contract PDP|Employer/Union Only Direct Contract PDP|Yes|No|Yes|PSERS HOP PROGRAM|Pennsylvania Public School Employees Retirement Sy|PSERS Health Options Program (Employer PDP)|Commonwealth of PA Pub Schools Retirement System|01/01/2007|3|E3014 - 801
S2893|801|22040|25009|MA|Essex|6222|2576062|S2893 - 801|S2893|801|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|ANTHEM INSURANCE CO. & BCBSMA & BCBSRI & BCBSVT|Blue MedicareRx|Blue MedicareRx (PDP)|Anthem Insurance Co. & BCBSMA & BCBSRI & BCBSVT|01/01/2006|6951|S2893 - 801
S5921|358|23810|26163|MI|Wayne|6222|3323768|S5921 - 358|S5921|358|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|UNITEDHEALTHCARE INS. CO. & UHC INS. CO. OF NY|UnitedHealthcare|AARP MedicareRx Saver Plus (PDP)|UnitedHealth Group, Inc.|01/01/2006|7658|S5921 - 358
H9572|802|23380|26077|MI|Kalamazoo|6221|2484543|H9572 - 802|H9572|802|Local CCP|Local PPO|No|No|Yes|BCBS OF MICHIGAN MUTUAL INSURANCE COMPANY|Blue Cross Blue Shield of Michigan|Medicare Plus Blue PPO Employer CY (PPO)|Blue Cross Blue Shield of Michigan Mutual Ins. Co.|01/01/2010|6681|H9572 - 802
S5601|181|39210|42029|PA|Chester|6213|2839644|S5601 - 181|S5601|181|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|SILVERSCRIPT INSURANCE COMPANY|Aetna Medicare|SilverScript SmartRx (PDP)|CVS Health Corporation|01/01/2006|7221|S5601 - 181
H0524|805|5660|06111|CA|Ventura|6210|97678|H0524 - 805|H0524|805|Local CCP|HMO/HMOPOS|Yes|No|Yes|KAISER FOUNDATION HP, INC.|Kaiser Permanente|Kaiser Permanente Senior Advantage (HMO)|Kaiser Foundation Health Plan, Inc.|08/01/1987|335|H0524 - 805
S5884|102|22090|25017|MA|Middlesex|6207|3266008|S5884 - 102|S5884|102|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|HUMANA INSURANCE COMPANY|Humana|Humana Basic Rx Plan (PDP)|Humana Inc.|01/01/2006|7540|S5884 - 102
H1036|291|34280|37057|NC|Davidson|6204|232749|H1036 - 291|H1036|291|Local CCP|HMO/HMOPOS|Yes|No|No|HUMANA MEDICAL PLAN, INC.|Humana|Humana Gold Plus H1036-291 (HMO)|Humana Inc.|02/01/1986|967|H1036 - 291
S5601|811|33590|36081|NY|Queens|6198|2883667|S5601 - 811|S5601|811|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|SILVERSCRIPT INSURANCE COMPANY|Aetna Medicare|SilverScript Group - State of NY (PDP)|CVS Health Corporation|01/01/2006|7261|S5601 - 811
H2001|816|14090|17019|IL|Champaign|6193|495622|H2001 - 816|H2001|816|Local CCP|Local PPO|Yes|No|Yes|SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.|UnitedHealthcare|UnitedHealthcare Group Medicare Advantage (PPO)|UnitedHealth Group, Inc.|08/01/2005|1630|H2001 - 816
H5521|157|7010|09003|CT|Hartford|6170|1859594|H5521 - 157|H5521|157|Local CCP|Local PPO|Yes|No|No|AETNA LIFE INSURANCE COMPANY|Aetna Medicare|Aetna Medicare Elite Plan (PPO)|CVS Health Corporation|01/01/2006|4799|H5521 - 157
H5216|805|51190|54039|WV|Kanawha|6155|1784476|H5216 - 805|H5216|805|Local CCP|Local PPO|Yes|No|Yes|HUMANA INSURANCE COMPANY|Humana|Humana Medicare Employer (PPO)|Humana Inc.|07/01/2005|4356|H5216 - 805
H9572|802|23460|26093|MI|Livingston|6155|2484551|H9572 - 802|H9572|802|Local CCP|Local PPO|No|No|Yes|BCBS OF MICHIGAN MUTUAL INSURANCE COMPANY|Blue Cross Blue Shield of Michigan|Medicare Plus Blue PPO Employer CY (PPO)|Blue Cross Blue Shield of Michigan Mutual Ins. Co.|01/01/2010|6681|H9572 - 802
S5601|805|8000|10001|DE|Kent|6151|2863017|S5601 - 805|S5601|805|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|SILVERSCRIPT INSURANCE COMPANY|Aetna Medicare|SilverScript Group SF (PDP)|CVS Health Corporation|01/01/2006|7255|S5601 - 805
S4802|139|31270|34023|NJ|Middlesex|6120|2724739|S4802 - 139|S4802|139|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|WELLCARE PRESCRIPTION INSURANCE, INC.|Wellcare|Wellcare Value Script (PDP)|Centene Corporation|01/01/2006|7039|S4802 - 139
S4802|141|39010|42003|PA|Allegheny|6099|2724993|S4802 - 141|S4802|141|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|WELLCARE PRESCRIPTION INSURANCE, INC.|Wellcare|Wellcare Value Script (PDP)|Centene Corporation|01/01/2006|7041|S4802 - 141
H5521|168|34910|37183|NC|Wake|6093|1859887|H5521 - 168|H5521|168|Local CCP|Local PPO|Yes|No|No|AETNA LIFE INSURANCE COMPANY|Aetna Medicare|Aetna Medicare Essential Plan (PPO)|CVS Health Corporation|01/01/2006|4802|H5521 - 168
H2001|816|3090|04019|AZ|Pima|6090|495123|H2001 - 816|H2001|816|Local CCP|Local PPO|Yes|No|Yes|SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.|UnitedHealthcare|UnitedHealthcare Group Medicare Advantage (PPO)|UnitedHealth Group, Inc.|08/01/2005|1630|H2001 - 816
S5601|178|33700|36103|NY|Suffolk|6070|2839067|S5601 - 178|S5601|178|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|SILVERSCRIPT INSURANCE COMPANY|Aetna Medicare|SilverScript SmartRx (PDP)|CVS Health Corporation|01/01/2006|7218|S5601 - 178
H2001|817|45530|48157|TX|Fort Bend|6063|500889|H2001 - 817|H2001|817|Local CCP|Local PPO|No|No|Yes|SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.|UnitedHealthcare|UnitedHealthcare Group Medicare Advantage (PPO)|UnitedHealth Group, Inc.|08/01/2005|1631|H2001 - 817
H5521|802|33020|36005|NY|Bronx|6054|1871244|H5521 - 802|H5521|802|Local CCP|Local PPO|Yes|No|Yes|AETNA LIFE INSURANCE COMPANY|Aetna Medicare|Aetna Medicare Plan w/Rx (PPO)|CVS Health Corporation|01/01/2006|4929|H5521 - 802
S5601|203|3090|04019|AZ|Pima|6050|2848516|S5601 - 203|S5601|203|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|SILVERSCRIPT INSURANCE COMPANY|Aetna Medicare|SilverScript SmartRx (PDP)|CVS Health Corporation|01/01/2006|7243|S5601 - 203
S5601|801|21010|24003|MD|Anne Arundel|6033|2851195|S5601 - 801|S5601|801|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|SILVERSCRIPT INSURANCE COMPANY|Aetna Medicare|SilverScript Group (PDP)|CVS Health Corporation|01/01/2006|7251|S5601 - 801
H2001|816|11290|13067|GA|Cobb|6026|495437|H2001 - 816|H2001|816|Local CCP|Local PPO|Yes|No|Yes|SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.|UnitedHealthcare|UnitedHealthcare Group Medicare Advantage (PPO)|UnitedHealth Group, Inc.|08/01/2005|1630|H2001 - 816
H2001|816|11370|13089|GA|DeKalb|6021|495448|H2001 - 816|H2001|816|Local CCP|Local PPO|Yes|No|Yes|SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.|UnitedHealthcare|UnitedHealthcare Group Medicare Advantage (PPO)|UnitedHealth Group, Inc.|08/01/2005|1630|H2001 - 816
H3204|808|32000|35001|NM|Bernalillo|6019|1024312|H3204 - 808|H3204|808|Local CCP|HMO/HMOPOS|Yes|No|Yes|PRESBYTERIAN HEALTH PLAN|Presbyterian Health Plan|Presbyterian Senior Care Emp Group Plan 5 (HMO-POS)|Presbyterian Healthcare Services|04/01/1986|2496|H3204 - 808
H1036|236|18550|21111|KY|Jefferson|6011|231974|H1036 - 236|H1036|236|Local CCP|HMO/HMOPOS|Yes|No|No|HUMANA MEDICAL PLAN, INC.|Humana|Humana Community (HMO)|Humana Inc.|02/01/1986|943|H1036 - 236
S5921|386|31100|34003|NJ|Bergen|5988|3331347|S5921 - 386|S5921|386|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|UNITEDHEALTHCARE INS. CO. & UHC INS. CO. OF NY|UnitedHealthcare|AARP MedicareRx Walgreens (PDP)|UnitedHealth Group, Inc.|01/01/2006|7686|S5921 - 386
S5660|806|23570|26115|MI|Monroe|5984|2969310|S5660 - 806|S5660|806|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|MEDCO CONTAINMENT LIFE AND MEDCO CONTAINMENT NY|Express Scripts Medicare|Express Scripts Medicare (PDP)|CIGNA|01/01/2006|7387|S5660 - 806
S5601|805|21030|24510|MD|Baltimore City|5974|2863917|S5601 - 805|S5601|805|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|SILVERSCRIPT INSURANCE COMPANY|Aetna Medicare|SilverScript Group SF (PDP)|CVS Health Corporation|01/01/2006|7255|S5601 - 805
S5601|197|45910|48439|TX|Tarrant|5944|2846795|S5601 - 197|S5601|197|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|SILVERSCRIPT INSURANCE COMPANY|Aetna Medicare|SilverScript SmartRx (PDP)|CVS Health Corporation|01/01/2006|7237|S5601 - 197
S5660|801|42250|45051|SC|Horry|5944|2957639|S5660 - 801|S5660|801|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|MEDCO CONTAINMENT LIFE AND MEDCO CONTAINMENT NY|Express Scripts Medicare|Express Scripts Medicare (PDP)|CIGNA|01/01/2006|7383|S5660 - 801
H5216|805|1480|01097|AL|Mobile|5919|1781561|H5216 - 805|H5216|805|Local CCP|Local PPO|Yes|No|Yes|HUMANA INSURANCE COMPANY|Humana|Humana Medicare Employer (PPO)|Humana Inc.|07/01/2005|4356|H5216 - 805
H5521|801|36580|39113|OH|Montgomery|5913|1868240|H5521 - 801|H5521|801|Local CCP|Local PPO|No|No|Yes|AETNA LIFE INSURANCE COMPANY|Aetna Medicare|Aetna Medicare Plan (PPO)|CVS Health Corporation|01/01/2006|4928|H5521 - 801
S4802|140|21150|24031|MD|Montgomery|5900|2724848|S4802 - 140|S4802|140|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|WELLCARE PRESCRIPTION INSURANCE, INC.|Wellcare|Wellcare Value Script (PDP)|Centene Corporation|01/01/2006|7040|S4802 - 140
H0609|808|3090|04019|AZ|Pima|5899|101336|H0609 - 808|H0609|808|Local CCP|HMO/HMOPOS|Yes|No|Yes|UnitedHealthcare Benefits of Texas, Inc.|UnitedHealthcare|UnitedHealthcare Group Medicare Advantage (HMO)|UnitedHealth Group, Inc.|07/01/1986|546|H0609 - 808
S5660|806|36170|39035|OH|Cuyahoga|5894|2970082|S5660 - 806|S5660|806|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|MEDCO CONTAINMENT LIFE AND MEDCO CONTAINMENT NY|Express Scripts Medicare|Express Scripts Medicare (PDP)|CIGNA|01/01/2006|7387|S5660 - 806
S5601|189|36250|39049|OH|Franklin|5889|2843321|S5601 - 189|S5601|189|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|SILVERSCRIPT INSURANCE COMPANY|Aetna Medicare|SilverScript SmartRx (PDP)|CVS Health Corporation|01/01/2006|7229|S5601 - 189
S5660|806|15330|18067|IN|Howard|5888|2968752|S5660 - 806|S5660|806|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|MEDCO CONTAINMENT LIFE AND MEDCO CONTAINMENT NY|Express Scripts Medicare|Express Scripts Medicare (PDP)|CIGNA|01/01/2006|7387|S5660 - 806
H5521|801|31000|34001|NJ|Atlantic|5866|1867915|H5521 - 801|H5521|801|Local CCP|Local PPO|No|No|Yes|AETNA LIFE INSURANCE COMPANY|Aetna Medicare|Aetna Medicare Plan (PPO)|CVS Health Corporation|01/01/2006|4928|H5521 - 801
H1032|213|10470|12095|FL|Orange|5858|229094|H1032 - 213|H1032|213|Local CCP|HMO/HMOPOS|Yes|No|No|Sunshine State Health Plan, Inc.|Wellcare|Wellcare No Premium (HMO)|Centene Corporation|01/01/2000|857|H1032 - 213
S5617|138|3060|04013|AZ|Maricopa|5854|2922083|S5617 - 138|S5617|138|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|CIGNA HEALTH AND LIFE INSURANCE COMPANY|Cigna|Cigna Secure Rx (PDP)|CIGNA|01/01/2006|7288|S5617 - 138
H1036|265|10400|12081|FL|Manatee|5850|232115|H1036 - 265|H1036|265|Local CCP|HMO/HMOPOS|Yes|No|No|HUMANA MEDICAL PLAN, INC.|Humana|Humana Gold Plus H1036-265 (HMO)|Humana Inc.|02/01/1986|949|H1036 - 265
H1036|209|10630|12127|FL|Volusia|5849|231453|H1036 - 209|H1036|209|Local CCP|HMO/HMOPOS|Yes|Yes|No|HUMANA MEDICAL PLAN, INC.|Humana|Humana Gold Plus SNP-DE H1036-209 (HMO D-SNP)|Humana Inc.|02/01/1986|928|H1036 - 209
S5884|201|45390|48113|TX|Dallas|5838|3297743|S5884 - 201|S5884|201|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|HUMANA INSURANCE COMPANY|Humana|Humana Walmart Value Rx Plan (PDP)|Humana Inc.|01/01/2006|7625|S5884 - 201
H5521|802|21020|24005|MD|Baltimore|5837|1870609|H5521 - 802|H5521|802|Local CCP|Local PPO|Yes|No|Yes|AETNA LIFE INSURANCE COMPANY|Aetna Medicare|Aetna Medicare Plan w/Rx (PPO)|CVS Health Corporation|01/01/2006|4929|H5521 - 802
S4501|801|33240|36029|NY|Erie|5824|2659046|S4501 - 801|S4501|801|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|INDEPENDENT HEALTH BENEFITS CORPORATION|Pharmacy Benefit Dimensions PDP|Pharmacy Benefit Dimensions PDP-1 (PDP)|Independent Health Association, Inc.|01/01/2015|6982|S4501 - 801
H2001|847|7040|09009|CT|New Haven|5818|588608|H2001 - 847|H2001|847|Local CCP|Local PPO|Yes|No|Yes|SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.|UnitedHealthcare|UnitedHealthcare Group Medicare Advantage (PPO)|UnitedHealth Group, Inc.|08/01/2005|1661|H2001 - 847
S4802|148|23810|26163|MI|Wayne|5815|2727450|S4802 - 148|S4802|148|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|WELLCARE PRESCRIPTION INSURANCE, INC.|Wellcare|Wellcare Value Script (PDP)|Centene Corporation|01/01/2006|7048|S4802 - 148
H2001|817|45410|48121|TX|Denton|5814|500871|H2001 - 817|H2001|817|Local CCP|Local PPO|No|No|Yes|SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.|UnitedHealthcare|UnitedHealthcare Group Medicare Advantage (PPO)|UnitedHealth Group, Inc.|08/01/2005|1631|H2001 - 817
S5601|811|33230|36027|NY|Dutchess|5814|2883640|S5601 - 811|S5601|811|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|SILVERSCRIPT INSURANCE COMPANY|Aetna Medicare|SilverScript Group - State of NY (PDP)|CVS Health Corporation|01/01/2006|7261|S5601 - 811
H9572|802|23570|26115|MI|Monroe|5811|2484562|H9572 - 802|H9572|802|Local CCP|Local PPO|No|No|Yes|BCBS OF MICHIGAN MUTUAL INSURANCE COMPANY|Blue Cross Blue Shield of Michigan|Medicare Plus Blue PPO Employer CY (PPO)|Blue Cross Blue Shield of Michigan Mutual Ins. Co.|01/01/2010|6681|H9572 - 802
S5660|806|36480|39093|OH|Lorain|5806|2970111|S5660 - 806|S5660|806|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|MEDCO CONTAINMENT LIFE AND MEDCO CONTAINMENT NY|Express Scripts Medicare|Express Scripts Medicare (PDP)|CIGNA|01/01/2006|7387|S5660 - 806
S4802|146|10400|12081|FL|Manatee|5798|2726444|S4802 - 146|S4802|146|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|WELLCARE PRESCRIPTION INSURANCE, INC.|Wellcare|Wellcare Value Script (PDP)|Centene Corporation|01/01/2006|7046|S4802 - 146
S8841|803|23320|26065|MI|Ingham|5782|3491188|S8841 - 803|S8841|803|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|OPTUM INSURANCE OF OHIO, INC.|Optum Insurance of Ohio, Inc.|OptumRx CORE Silver 2022 - CY (PDP)|UnitedHealth Group, Inc.|01/01/2007|7939|S8841 - 803
S4802|138|33800|36119|NY|Westchester|5765|2724643|S4802 - 138|S4802|138|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|WELLCARE PRESCRIPTION INSURANCE, INC.|Wellcare|Wellcare Value Script (PDP)|Centene Corporation|01/01/2006|7038|S4802 - 138
H5521|802|14141|17031|IL|Cook|5758|1870024|H5521 - 802|H5521|802|Local CCP|Local PPO|Yes|No|Yes|AETNA LIFE INSURANCE COMPANY|Aetna Medicare|Aetna Medicare Plan w/Rx (PPO)|CVS Health Corporation|01/01/2006|4929|H5521 - 802
S5601|811|33240|36029|NY|Erie|5747|2883641|S5601 - 811|S5601|811|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|SILVERSCRIPT INSURANCE COMPANY|Aetna Medicare|SilverScript Group - State of NY (PDP)|CVS Health Corporation|01/01/2006|7261|S5601 - 811
H5619|144|42030|45007|SC|Anderson|5727|2013488|H5619 - 144|H5619|144|Local CCP|HMO/HMOPOS|Yes|No|No|ARCADIAN HEALTH PLAN, INC.|Humana|Humana Gold Plus H5619-144 (HMO)|Humana Inc.|01/01/2007|5200|H5619 - 144
H2001|817|45801|48339|TX|Montgomery|5689|500980|H2001 - 817|H2001|817|Local CCP|Local PPO|No|No|Yes|SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.|UnitedHealthcare|UnitedHealthcare Group Medicare Advantage (PPO)|UnitedHealth Group, Inc.|08/01/2005|1631|H2001 - 817
H0562|126|5430|06065|CA|Riverside|5687|100658|H0562 - 126|H0562|126|Local CCP|HMO/HMOPOS|Yes|No|No|HEALTH NET OF CALIFORNIA, INC.|Wellcare by Health Net|Wellcare No Premium (HMO)|Centene Corporation|10/01/1992|510|H0562 - 126
H5521|801|31320|34031|NJ|Passaic|5684|1867930|H5521 - 801|H5521|801|Local CCP|Local PPO|No|No|Yes|AETNA LIFE INSURANCE COMPANY|Aetna Medicare|Aetna Medicare Plan (PPO)|CVS Health Corporation|01/01/2006|4928|H5521 - 801
S4802|139|31300|34027|NJ|Morris|5673|2724741|S4802 - 139|S4802|139|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|WELLCARE PRESCRIPTION INSURANCE, INC.|Wellcare|Wellcare Value Script (PDP)|Centene Corporation|01/01/2006|7039|S4802 - 139
S5601|186|10570|12115|FL|Sarasota|5658|2841598|S5601 - 186|S5601|186|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|SILVERSCRIPT INSURANCE COMPANY|Aetna Medicare|SilverScript SmartRx (PDP)|CVS Health Corporation|01/01/2006|7226|S5601 - 186
S5601|805|21160|24033|MD|Prince George's|5629|2863909|S5601 - 805|S5601|805|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|SILVERSCRIPT INSURANCE COMPANY|Aetna Medicare|SilverScript Group SF (PDP)|CVS Health Corporation|01/01/2006|7255|S5601 - 805
S5617|108|45390|48113|TX|Dallas|5627|2920156|S5617 - 108|S5617|108|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|CIGNA HEALTH AND LIFE INSURANCE COMPANY|Cigna|Cigna Secure Rx (PDP)|CIGNA|01/01/2006|7282|S5617 - 108
